
[*] sel 5.000000 5.000000 581.633333 74.200000 
Selecionado: Retângulo id 1, x = 11.700000, y = 5.000000, height = 6.000000, width = 6.000000
Removido: Retângulo id 747, x = 539.400000, y = 61.100000, height = 6.000000, width = 6.000000
Removido: Retângulo id 748, x = 546.100000, y = 61.100000, height = 6.000000, width = 6.000000
Removido: Retângulo id 749, x = 552.800000, y = 61.100000, height = 6.000000, width = 6.000000
Removido: Retângulo id 750, x = 519.300000, y = 68.000000, height = 6.000000, width = 6.000000
Removido: Retângulo id 751, x = 559.500000, y = 68.000000, height = 6.000000, width = 6.000000
Removido: Retângulo id 773, x = 569.000000, y = 61.100000, height = 6.000000, width = 6.000000
Removido: Retângulo id 774, x = 575.700000, y = 61.100000, height = 6.000000, width = 6.000000
Removido: Retângulo id 781, x = 569.000000, y = 68.000000, height = 6.000000, width = 6.000000

[*] sel+ 586.633333 5.000000 581.633333 74.200000 
Selecionado: Retângulo id 199, x = 582.400000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 200, x = 589.100000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 201, x = 595.800000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 202, x = 602.500000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 203, x = 609.200000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 204, x = 615.900000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 206, x = 589.100000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 207, x = 595.800000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 208, x = 615.900000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 209, x = 589.100000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 210, x = 595.800000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 211, x = 589.100000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 212, x = 595.800000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 213, x = 589.100000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 214, x = 595.800000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 215, x = 589.100000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 216, x = 595.800000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 218, x = 589.100000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 219, x = 595.800000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 220, x = 615.900000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 223, x = 582.400000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 224, x = 589.100000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 225, x = 595.800000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 226, x = 602.500000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 227, x = 609.200000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 228, x = 615.900000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 229, x = 625.400000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 230, x = 632.100000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 231, x = 638.800000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 232, x = 645.500000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 233, x = 652.200000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 234, x = 658.900000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 235, x = 665.600000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 236, x = 672.300000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 237, x = 625.400000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 238, x = 625.400000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 239, x = 625.400000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 240, x = 625.400000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 241, x = 625.400000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 242, x = 625.400000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 243, x = 625.400000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 244, x = 632.100000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 245, x = 638.800000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 246, x = 645.500000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 247, x = 652.200000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 248, x = 658.900000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 249, x = 665.600000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 250, x = 672.300000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 251, x = 688.500000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 252, x = 695.200000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 253, x = 701.900000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 254, x = 708.600000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 255, x = 715.300000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 256, x = 722.000000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 257, x = 681.800000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 258, x = 728.700000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 259, x = 681.800000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 260, x = 728.700000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 261, x = 681.800000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 262, x = 728.700000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 263, x = 681.800000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 264, x = 728.700000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 265, x = 681.800000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 266, x = 728.700000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 267, x = 681.800000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 268, x = 728.700000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 269, x = 688.500000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 270, x = 695.200000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 271, x = 701.900000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 272, x = 708.600000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 273, x = 715.300000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 274, x = 722.000000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 275, x = 738.200000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 276, x = 744.900000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 277, x = 738.200000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 278, x = 744.900000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 279, x = 738.200000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 280, x = 744.900000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 281, x = 738.200000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 282, x = 744.900000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 283, x = 738.200000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 284, x = 744.900000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 285, x = 738.200000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 286, x = 744.900000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 287, x = 785.100000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 288, x = 738.200000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 289, x = 744.900000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 290, x = 778.400000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 291, x = 785.100000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 292, x = 738.200000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 293, x = 744.900000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 294, x = 751.600000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 295, x = 758.300000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 296, x = 765.000000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 297, x = 771.700000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 298, x = 778.400000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 299, x = 785.100000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 300, x = 801.300000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 301, x = 808.000000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 302, x = 814.700000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 303, x = 821.400000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 304, x = 828.100000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 305, x = 834.800000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 306, x = 794.600000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 307, x = 841.500000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 308, x = 794.600000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 309, x = 841.500000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 310, x = 794.600000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 311, x = 841.500000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 312, x = 794.600000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 313, x = 841.500000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 314, x = 794.600000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 315, x = 841.500000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 316, x = 794.600000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 317, x = 841.500000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 318, x = 801.300000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 319, x = 808.000000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 320, x = 814.700000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 321, x = 821.400000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 322, x = 828.100000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 323, x = 834.800000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 324, x = 851.000000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 325, x = 857.700000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 326, x = 864.400000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 327, x = 871.100000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 328, x = 877.800000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 329, x = 884.500000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 330, x = 891.200000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 331, x = 851.000000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 332, x = 897.900000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 333, x = 851.000000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 334, x = 897.900000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 335, x = 851.000000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 336, x = 857.700000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 337, x = 864.400000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 338, x = 871.100000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 339, x = 877.800000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 340, x = 884.500000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 341, x = 891.200000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 342, x = 851.000000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 343, x = 877.800000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 344, x = 851.000000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 345, x = 884.500000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 346, x = 851.000000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 347, x = 891.200000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 348, x = 851.000000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 349, x = 897.900000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 350, x = 970.500000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 351, x = 977.200000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 352, x = 983.900000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 353, x = 990.600000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 354, x = 997.300000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 355, x = 1004.000000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 356, x = 963.800000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 357, x = 1010.700000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 358, x = 963.800000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 359, x = 1010.700000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 360, x = 963.800000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 361, x = 1010.700000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 362, x = 963.800000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 363, x = 970.500000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 364, x = 977.200000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 365, x = 983.900000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 366, x = 990.600000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 367, x = 997.300000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 368, x = 1004.000000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 369, x = 963.800000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 370, x = 963.800000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 371, x = 963.800000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 372, x = 1026.900000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 373, x = 1033.600000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 374, x = 1040.300000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 375, x = 1047.000000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 376, x = 1053.700000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 377, x = 1060.400000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 378, x = 1020.200000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 379, x = 1067.100000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 380, x = 1020.200000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 381, x = 1067.100000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 382, x = 1020.200000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 383, x = 1067.100000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 384, x = 1020.200000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 385, x = 1026.900000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 386, x = 1033.600000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 387, x = 1040.300000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 388, x = 1047.000000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 389, x = 1053.700000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 390, x = 1060.400000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 391, x = 1067.100000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 392, x = 1020.200000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 393, x = 1067.100000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 394, x = 1020.200000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 395, x = 1067.100000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 396, x = 1020.200000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 397, x = 1067.100000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 398, x = 1076.600000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 399, x = 1123.500000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 400, x = 1076.600000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 401, x = 1123.500000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 402, x = 1076.600000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 403, x = 1123.500000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 404, x = 1076.600000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 405, x = 1123.500000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 406, x = 1076.600000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 407, x = 1123.500000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 408, x = 1076.600000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 409, x = 1123.500000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 410, x = 1076.600000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 411, x = 1123.500000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 412, x = 1083.300000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 413, x = 1090.000000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 414, x = 1096.700000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 415, x = 1103.400000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 416, x = 1110.100000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 417, x = 1116.800000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 418, x = 1133.000000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 419, x = 1139.700000, y = 5.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 420, x = 1133.000000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 421, x = 1139.700000, y = 11.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 422, x = 1133.000000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 423, x = 1139.700000, y = 18.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 424, x = 1133.000000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 425, x = 1139.700000, y = 25.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 426, x = 1133.000000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 427, x = 1139.700000, y = 32.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 428, x = 1133.000000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 429, x = 1139.700000, y = 39.500000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 431, x = 1133.000000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 432, x = 1139.700000, y = 46.400000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 435, x = 1133.000000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 436, x = 1139.700000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 437, x = 1146.400000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 438, x = 1153.100000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 439, x = 1159.800000, y = 53.300000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 775, x = 582.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 776, x = 589.100000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 777, x = 595.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 778, x = 602.500000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 779, x = 609.200000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 780, x = 615.900000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 782, x = 615.900000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 803, x = 681.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 804, x = 688.500000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 805, x = 695.200000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 806, x = 701.900000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 807, x = 708.600000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 808, x = 715.300000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 809, x = 722.000000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 810, x = 688.500000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 811, x = 728.700000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 833, x = 738.200000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 834, x = 744.900000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 835, x = 751.600000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 836, x = 758.300000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 837, x = 765.000000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 838, x = 771.700000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 839, x = 778.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 840, x = 738.200000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 841, x = 785.100000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 859, x = 801.300000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 860, x = 808.000000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 861, x = 814.700000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 862, x = 821.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 863, x = 828.100000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 864, x = 834.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 865, x = 794.600000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 866, x = 841.500000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 885, x = 857.700000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 886, x = 864.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 887, x = 871.100000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 888, x = 877.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 889, x = 884.500000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 890, x = 891.200000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 891, x = 897.900000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 892, x = 851.000000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 910, x = 907.400000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 911, x = 914.100000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 912, x = 920.800000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 913, x = 927.500000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 914, x = 934.200000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 915, x = 940.900000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 916, x = 947.600000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 917, x = 954.300000, y = 61.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 918, x = 907.400000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 919, x = 927.500000, y = 68.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 920, x = 934.200000, y = 68.000000, height = 6.000000, width = 6.000000
