
[*] sel 5.000000 5.000000 581.633333 171.533333 
Selecionado: Retângulo id 1, x = 11.700000, y = 5.000000, height = 6.000000, width = 6.000000
Criado retângulo: id = 7878, x = 2347.400000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7879, x = 2354.100000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7880, x = 2360.800000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7881, x = 2370.300000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7882, x = 2377.000000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7883, x = 2383.700000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7884, x = 2390.400000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7885, x = 2397.100000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7886, x = 2403.800000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7887, x = 2410.500000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7888, x = 2417.200000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7889, x = 2370.300000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7890, x = 2370.300000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7891, x = 2370.300000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7892, x = 2370.300000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7893, x = 2370.300000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7894, x = 2370.300000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7895, x = 2370.300000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7896, x = 2377.000000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7897, x = 2383.700000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7898, x = 2390.400000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7899, x = 2397.100000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7900, x = 2403.800000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7901, x = 2410.500000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7902, x = 2417.200000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7903, x = 2433.400000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7904, x = 2440.100000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7905, x = 2446.800000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7906, x = 2453.500000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7907, x = 2460.200000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7908, x = 2466.900000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7909, x = 2426.700000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7910, x = 2473.600000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7911, x = 2426.700000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7912, x = 2473.600000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7913, x = 2426.700000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7914, x = 2473.600000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7915, x = 2426.700000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7916, x = 2473.600000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7917, x = 2426.700000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7918, x = 2473.600000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7919, x = 2426.700000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7920, x = 2473.600000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7921, x = 2433.400000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7922, x = 2440.100000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7923, x = 2446.800000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7924, x = 2453.500000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7925, x = 2460.200000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7926, x = 2466.900000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7927, x = 2483.100000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7928, x = 2489.800000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7929, x = 2483.100000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7930, x = 2489.800000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7931, x = 2483.100000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7932, x = 2489.800000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7933, x = 2483.100000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7934, x = 2489.800000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7935, x = 2483.100000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7936, x = 2489.800000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7937, x = 2483.100000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7938, x = 2489.800000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7939, x = 2530.000000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7940, x = 2483.100000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7941, x = 2489.800000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7942, x = 2523.300000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7943, x = 2530.000000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7944, x = 2483.100000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7945, x = 2489.800000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7946, x = 2496.500000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7947, x = 2503.200000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7948, x = 2509.900000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7949, x = 2516.600000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7950, x = 2523.300000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7951, x = 2530.000000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7952, x = 2546.200000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7953, x = 2552.900000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7954, x = 2559.600000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7955, x = 2566.300000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7956, x = 2573.000000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7957, x = 2579.700000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7958, x = 2539.500000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7959, x = 2586.400000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7960, x = 2539.500000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7961, x = 2586.400000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7962, x = 2539.500000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7963, x = 2586.400000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7964, x = 2539.500000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7965, x = 2586.400000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7966, x = 2539.500000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7967, x = 2586.400000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7968, x = 2539.500000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7969, x = 2586.400000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7970, x = 2546.200000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7971, x = 2552.900000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7972, x = 2559.600000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7973, x = 2566.300000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7974, x = 2573.000000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7975, x = 2579.700000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7976, x = 2595.900000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7977, x = 2602.600000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7978, x = 2609.300000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7979, x = 2616.000000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7980, x = 2622.700000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7981, x = 2629.400000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7982, x = 2636.100000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7983, x = 2595.900000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7984, x = 2642.800000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7985, x = 2595.900000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7986, x = 2642.800000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7987, x = 2595.900000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7988, x = 2602.600000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7989, x = 2609.300000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7990, x = 2616.000000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7991, x = 2622.700000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7992, x = 2629.400000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7993, x = 2636.100000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7994, x = 2595.900000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7995, x = 2622.700000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7996, x = 2595.900000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7997, x = 2629.400000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7998, x = 2595.900000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 7999, x = 2636.100000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8000, x = 2595.900000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8001, x = 2642.800000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8002, x = 2715.400000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8003, x = 2722.100000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8004, x = 2728.800000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8005, x = 2735.500000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8006, x = 2742.200000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8007, x = 2748.900000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8008, x = 2708.700000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8009, x = 2755.600000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8010, x = 2708.700000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8011, x = 2755.600000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8012, x = 2708.700000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8013, x = 2755.600000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8014, x = 2708.700000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8015, x = 2715.400000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8016, x = 2722.100000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8017, x = 2728.800000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8018, x = 2735.500000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8019, x = 2742.200000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8020, x = 2748.900000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8021, x = 2708.700000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8022, x = 2708.700000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8023, x = 2708.700000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8024, x = 2771.800000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8025, x = 2778.500000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8026, x = 2785.200000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8027, x = 2791.900000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8028, x = 2798.600000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8029, x = 2805.300000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8030, x = 2765.100000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8031, x = 2812.000000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8032, x = 2765.100000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8033, x = 2812.000000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8034, x = 2765.100000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8035, x = 2812.000000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8036, x = 2765.100000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8037, x = 2771.800000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8038, x = 2778.500000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8039, x = 2785.200000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8040, x = 2791.900000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8041, x = 2798.600000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8042, x = 2805.300000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8043, x = 2812.000000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8044, x = 2765.100000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8045, x = 2812.000000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8046, x = 2765.100000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8047, x = 2812.000000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8048, x = 2765.100000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8049, x = 2812.000000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8050, x = 2821.500000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8051, x = 2868.400000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8052, x = 2821.500000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8053, x = 2868.400000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8054, x = 2821.500000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8055, x = 2868.400000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8056, x = 2821.500000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8057, x = 2868.400000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8058, x = 2821.500000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8059, x = 2868.400000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8060, x = 2821.500000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8061, x = 2868.400000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8062, x = 2821.500000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8063, x = 2868.400000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8064, x = 2828.200000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8065, x = 2834.900000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8066, x = 2841.600000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8067, x = 2848.300000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8068, x = 2855.000000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8069, x = 2861.700000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8070, x = 2877.900000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8071, x = 2884.600000, y = 519.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8072, x = 2877.900000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8073, x = 2884.600000, y = 526.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8074, x = 2877.900000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8075, x = 2884.600000, y = 533.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8076, x = 2877.900000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8077, x = 2884.600000, y = 540.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8078, x = 2877.900000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8079, x = 2884.600000, y = 547.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8080, x = 2877.900000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8081, x = 2884.600000, y = 554.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8082, x = 2877.900000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8083, x = 2884.600000, y = 561.000000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8084, x = 2877.900000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8085, x = 2884.600000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8086, x = 2891.300000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8087, x = 2898.000000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8088, x = 2904.700000, y = 567.900000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8089, x = 1756.600000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8090, x = 1763.300000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8091, x = 1770.000000, y = 575.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
